id,region,county,area,beach_name,beach_url,address,city,state,zip,latitude,longitude,park_name,owner,owner_url,activities,amenities,pet_policy,pets_allowed,fees,free_parking,phone,other_names
4493,Southern,Catalina Island,Two Harbors,Paradise Cove On Catalina Island,https://www.californiabeaches.com/beach/paradise-cove-on-catalina-island/,North Shore,Avalon,CA,90704,33.427375,-118.427931,Catalina Island Conservancy,Conservancy,https://www.visitcatalinaisland.com/things-to-do/two-harbors/boating/boat-in-camping/,"Kayaking, Boating, Snorkeling, Scuba Diving",Boat-in Campground,No dogs allowed,N,Fee for camping,N,310.510.4205,""
4494,Southern,Catalina Island,Two Harbors,Parsons Landing On Catalina Island,https://www.californiabeaches.com/beach/parsons-landing-on-catalina-island/,West End Rd,Two,CA,90704,33.473292,-118.549384,Catalina Island Conservancy,Conservancy,https://www.visitcatalinaisland.com/lodging/camping/primitive-camping/parsons-landing/,"Hiking, Backpacking, Mountain Biking, Camping, Kayaking, Fishing","Campground, Picnic Tables, Toilets, BBQs",Dogs allowed on leash,Y,"Fee for camping, expensive fee for gear-hauling to the campsite (if requested)",N,310.510.4205,""
4495,Southern,Catalina Island,Two Harbors,Rippers Cove On Catalina Island,https://www.californiabeaches.com/beach/rippers-cove-on-catalina-island/,North Shore,Avalon,CA,90704,33.426313,-118.433997,Catalina Island Conservancy,Conservancy,https://www.visitcatalinaisland.com/things-to-do/two-harbors/boating/boat-in-camping/,"Kayaking, Boating, Scuba Diving, Snorkeling","Boat-in Campground, Boat Anchorage, Picnic Tables",No dogs allowed,N,Fee for camping,N,310.510.4242,""
4496,Southern,Catalina Island,Two Harbors,Shark Harbor On Catalina Island,https://www.californiabeaches.com/beach/shark-harbor-on-catalina-island/,Little Harbor Rd,Avalon,CA,90704,33.38321,-118.472705,Catalina Island Conservancy,Conservancy,https://www.visitcatalinaisland.com/lodging/camping/,"Hiking, Backpacking, Mountain Biking, Surfing","Picnic Tables, Toilets",Dogs allowed on leash,Y,"",N,310-510-4205,""
4497,Southern,Catalina Island,Two Harbors,Starlight Beach On Catalina Island,https://www.californiabeaches.com/beach/starlight-beach-on-catalina-island/,West End Rd,Two,CA,90704,33.475026,-118.589427,Catalina Island Conservancy,Conservancy,https://www.visitcatalinaisland.com/trans-catalina-trail/,"Hiking, Backpacking",No Facilities,Dogs allowed on leash,Y,"",N,877-778-8322,""
4498,Southern,Catalina Island,Two Harbors,Two Harbors Beach On Catalina Island,https://www.californiabeaches.com/beach/two-harbors-beach-on-catalina-island/,1 Banning House Road,Avalon,CA,90704,33.441516,-118.497583,"",City Beach,https://www.visitcatalinaisland.com/two-harbors/,"Hiking, Backpacking, Mountain Biking, Fishing, Camping, Volleyball, Scuba Diving, Snorkeling, Boating, Kayaking, Stand-Up Paddleboarding, Disc Golf, Tennis, Bocce Ball","Campground, Restaurant, Bar, General Store, Gear Rentals, Boat Mooring, Boat Anchorage",Dogs allowed on leash,Y,Free beach access,Y,877-778-8322,Isthmus Beach
4499,Central,Ventura,Oxnard,Anacapa Island East Isle,https://www.californiabeaches.com/beach/anacapa-island-east-isle/,3550 Harbor Boulevard,Oxnard,CA,93035,34.016364,-119.362113,Channel Islands National Park,National Park,http://www.nps.gov/chis/planyourvisit/anacapa.htm,"Wildlife Watching, Hiking, Camping, Scuba Diving, Kayaking, Whale Watching, Photography","Trails, Tent Camps, Lighthouse, Restrooms, Rock Arch, Picnic Tables",Pets are not allowed on the island,N,Fee for camping,N,"",Landing Cove
4500,Central,Ventura,Oxnard,Anacapa Island Frenchys Cove,https://www.californiabeaches.com/beach/anacapa-island-frenchys-cove/,3550 Harbor Boulevard,Oxnard,CA,93035,34.00736,-119.41111,Channel Islands National Park,National Park,http://www.nps.gov/chis/planyourvisit/anacapa.htm,Tidepooling,"Tide Pools, No Facilities",Pets are not allowed on the island,N,Fee for camping,N,"",""
4501,Central,Ventura,Oxnard,Bass Rock Beach,https://www.californiabeaches.com/beach/bass-rock-beach/,Pacific Coast Highway near Deer Creek Rd,Malibu,CA,90265,34.06601,-118.996537,"",State Land,"","Fishing, Tidepooling","Tide Pools, No Facilities",Dogs allowed on leash,Y,Free parking along the highway,Y,"",""
4502,Central,Ventura,Oxnard,Channel View Park Beach,https://www.californiabeaches.com/beach/channel-view-park-beach/,Ocean Drive and Harbor Blvd,Oxnard,CA,93035,34.1593,-119.22637,Channel View Park,City Beach,"","Swimming, Sunbathing, Volleyball, Birdwatching, Walking, Picnicking","Volleyball Courts, Benches, Dunes, Picnic Tables, No Facilities",Dogs allowed on leash before 9am and after 5pm,Y,"",N,"",""
4503,Central,Ventura,Oxnard,County Line Beach,https://www.californiabeaches.com/beach/county-line-beach/,Pacific Coast Highway and Yerba Buena Road,Ventura,CA,90265,34.051773,-118.960235,Leo Carrillo State Park,State Park,http://www.parks.ca.gov/?page_id=616,"Surfing, Scuba Diving, Tidepooling, Sunbathing, Bodyboarding, Fishing","Toilets, Tide Pools, Restaurant",No dogs allowed on the beach,N,Free parking along the highway,Y,"",""
4504,Central,Ventura,Oxnard,Deer Creek Beach,https://www.californiabeaches.com/beach/deer-creek-beach/,Pacific Coast Highway and Deer Creek Rd,Ventura,CA,90265,34.062157,-118.985547,Santa Monica Mountains National Recreation Area,County,"","Fishing, Scuba Diving, Tidepooling","Tide Pools, No Facilities",Dogs allowed on leash,Y,Free parking along highway,Y,"",""
4505,Central,Ventura,Oxnard,Hollywood Beach,https://www.californiabeaches.com/beach/hollywood-beach/,Ocean Drive and La Granada St,Oxnard,CA,93035,34.170216,-119.233439,"",City Beach,"","Volleyball, Sunbathing, Swimming","Lifeguard, Volleyball Courts, Restrooms, Showers",Dogs allowed on leash before 9am and after 5pm,Y,"",N,"",Hollywood Shores Beach
4506,Central,Ventura,Oxnard,Kiddie Beach Park,https://www.californiabeaches.com/beach/kiddie-beach-park/,S Victoria Ave and Sunset Drive,Oxnard,CA,93035,34.159896,-119.222341,Kiddie Beach Park,City Park,"","Walking, Kayaking, Stand-Up Paddleboarding","Protected Swim Area, Lifeguard, Restrooms, Showers, Walking Path, Hand-carried Boat Launch",Dogs allowed on leash,Y,Free parking,Y,"",Hobie Beach
4507,Central,Ventura,Oxnard,La Jenelle Beach,https://www.californiabeaches.com/beach/la-jenelle-beach/,Ocean Drive and Sawtelle Ave,Oxnard,CA,93035,34.147173,-119.216534,La Janelle Park,City Beach,"","Fishing, Surfing, Volleyball, Bodyboarding, Bodysurfing","Lifeguard, Restrooms, Volleyball Courts",Dogs allowed on leash before 9am and after 5pm,Y,Free parking,Y,"",""
4508,Central,Ventura,Oxnard,Mandalay State Beach,https://www.californiabeaches.com/beach/mandalay-state-beach/,Mandalay Beach Rd and W 5th St,Oxnard,CA,93035,34.19922,-119.24949,"Mandalay Beach County Park, Mandalay State Beach",County & State,http://www.ventura.org/beach-front-parks/mandalay-beach,"Birdwatching, Beach Walking, Surfing, Fishing, Beachcombing","Dunes, Trails, No Facilities",No dogs allowed on the beach,N,"",N,"",Mandalay Beach
4509,Central,Ventura,Oxnard,Mcgrath State Beach,https://www.californiabeaches.com/beach/mcgrath-state-beach/,2211 N Harbor Blvd,Oxnard,CA,93036,34.21964,-119.26071,"McGrath State Beach, Santa Clara Estuary Natural Preserve",State Park,http://www.parks.ca.gov/?page_id=607,"Birdwatching, Fishing, Surfing, Camping, Beachcombing","Campground, Trails, Dunes, Wetlands",No dogs allowed on the beach,N,Fee for parking,N,"",""
4510,Central,Ventura,Oxnard,Mugu Beach,https://www.californiabeaches.com/beach/mugu-beach/,Pacific Coast Highway,Malibu,CA,90265,34.08725,-119.06294,Point Mugu State Beach,State Park,http://www.parks.ca.gov/?page_id=630,"Hiking, Picnicking, Fishing","Lifeguard, Toilets, Rock Arch",Dogs allowed on leash,Y,Fee for parking,N,"",Point Mugu Beach
4511,Central,Ventura,Oxnard,Neptune Square Beach,https://www.californiabeaches.com/beach/neptune-square-beach/,Neptune Square,Oxnard,CA,93035,34.186747,-119.242431,"",City Beach,"","Volleyball, Basketball, Fishing, Beach Walking, Sunbathing","Volleyball Courts, Basketball Court, Kids Play Area",Dogs allowed on leash,Y,"",N,"",""
4512,Central,Ventura,Oxnard,Ormond Beach,https://www.californiabeaches.com/beach/ormond-beach/,6859 Arnold Road,Oxnard,CA,93033,34.123264,-119.16539,Ormond Beach Wetlands Area,State Land,https://scc.ca.gov/ormond-beach/,"Beachcombing, Birdwatching, Beach Walking, Fishing","Wetlands, Dunes, Trails, No Facilities",No dogs allowed on beach,N,Free parking,Y,"",""
4513,Central,Ventura,Oxnard,Oxnard Beach,https://www.californiabeaches.com/beach/oxnard-beach/,1601 S Harbor Blvd,Oxnard,CA,93035,34.18151,-119.23973,Oxnard Beach Park,City Beach,https://visitoxnard.com/listing/oxnard-beach-park/,"Volleyball, Walking, Biking, Surfing, Sunbathing, Picnicking, Bodyboarding","Bike Trail, Walking Paths, Grass Park, Kids Play Area, Picnic Tables, Group Picnic Areas, BBQs, Volleyball Courts, Basketball Court, Restrooms, Dunes, Accessible Features",Dogs allowed on leash,Y,Fee for parking at the park,N,"",Oxnard Shores Beach
4514,Central,Ventura,Oxnard,San Nicolas Island,https://www.californiabeaches.com/beach/san-nicolas-island/,"",Oxnard,CA,93042,33.2464,-119.51,"",Military Base,http://www.cnic.navy.mil/regions/cnrsw/installations/navbase_ventura_county/about/sni.html,Scuba Diving,No Facilities,"",Y,"",N,"",""
4515,Central,Ventura,Oxnard,Silver Strand Beach,https://www.californiabeaches.com/beach/silver-strand-beach/,2525 Ocean Dr,Oxnard,CA,93035,34.151573,-119.219121,"",City Beach,"","Surfing, Bodyboarding, Bodysurfing, Walking","Lifeguard, Restrooms, Showers, Walking Path, Volleyball Courts, Accessible Features",Dogs allowed on leash before 9am and after 5pm,Y,Free parking,Y,"",""
4516,Central,Ventura,Oxnard,Sycamore Cove Beach,https://www.californiabeaches.com/beach/sycamore-cove-beach/,Pacific Coast Highway and Sycamore Canyon Rd,Malibu,CA,90265,34.06973,-119.01242,Point Mugu State Beach,State Park,http://www.parks.ca.gov/?page_id=630,"Hiking, Camping, Fishing, Picnicking","Campground, Lifeguard, Restrooms, Showers, Picnic Tables, BBQs, Nature Center, Trails, Tide Pools",Dogs allowed on leash,Y,Fee for parking,N,"",""
4517,Central,Ventura,Oxnard,Thornhill Broome Beach,https://www.californiabeaches.com/beach/thornhill-broome-beach/,Pacific Coast Highway,Malibu,CA,90265,34.07984,-119.02964,Point Mugu State Beach,State Park,http://www.parks.ca.gov/?page_id=630,"Hiking, Camping, Fishing, Windsurfing, Kiteboarding","Campground, Lifeguard, Restrooms, Sand Dunes",Dogs allowed on leash,Y,Fee for parking,N,"",""
4518,Central,Ventura,Port Hueneme,Ormond Beach,https://www.californiabeaches.com/beach/ormond-beach/,6859 Arnold Road,Oxnard,CA,93033,34.123264,-119.16539,Ormond Beach Wetlands Area,State Land,https://scc.ca.gov/ormond-beach/,"Beachcombing, Birdwatching, Beach Walking, Fishing","Wetlands, Dunes, Trails, No Facilities",No dogs allowed on beach,N,Free parking,Y,"",""
4519,Central,Ventura,Port Hueneme,Port Hueneme Beach Park,https://www.californiabeaches.com/beach/port-hueneme-beach-park/,S Ventura Road and E Surfside Drive,Port,CA,93041,34.14157,-119.19474,Port Hueneme Beach Park,City Beach,http://www.ci.port-hueneme.ca.us/index.aspx?NID=926,"Fishing, Volleyball, Surfing, Picnicking, Sunbathing, Walking, Running, Beach Walking","Fishing Pier, Lifeguard, Volleyball Courts, Picnic Tables, BBQs, Lifeguard, Restrooms, Grass Park, Walking Paths, Snack Bar, Lighthouse",No dogs allowed on the beach,N,"",N,"",""
4520,Central,Ventura,Ventura,Emma Wood State Beach,https://www.californiabeaches.com/beach/emma-wood-state-beach/,W Main St and Park Access Rd,Ventura,CA,93001,34.279006,-119.315595,"Emma Wood State Beach, Seaside Wilderness Park",State Park,http://www.parks.ca.gov/?page_id=604,"Surfing, Fishing, Camping, Birdwatching, Hiking","Campground, Restrooms, Picnic Tables, Group Camps, Trails, Historic Military Ruins",No dogs allowed on the beach,N,Fee for parking,N,"",""
4521,Central,Ventura,Ventura,Emma Wood State Beach North Beach,https://www.californiabeaches.com/beach/emma-wood-state-beach-north-beach/,Pacific Coast Hwy &amp; State Beach Access Rd,Ventura,CA,93001,34.29215,-119.338702,Emma Wood State Beach,State Park,http://www.parks.ca.gov/?page_id=604,"Fishing, Camping, Surfing","RV Campground, Lifeguard",No dogs allowed on the beach,N,Fee for camping,N,"",""
4522,Central,Ventura,Ventura,Faria Beach,https://www.californiabeaches.com/beach/faria-beach/,4350 Pacific Coast Hwy,Ventura,CA,93001,34.319792,-119.391759,Faria Beach County Park,County Beach,http://www.ventura.org/gsa/parks/beach-front-parks/faria-beach-park,"Surfing, Camping, Fishing, Stand-Up Paddleboarding, Beach Walking","Campground, Restrooms, Showers, Camp Store, Cafe",Dogs allowed on leash,Y,Fee for camping,N,"",Pitas Point Beach
4523,Central,Ventura,Ventura,Harbor Cove Beach,https://www.californiabeaches.com/beach/harbor-cove-beach/,1950 Spinnaker Drive,Ventura,CA,93001,34.24663,-119.267806,Harbor Cove Park,City Beach,http://www.cityofventura.net/sub-section/parks-urban-forestry,"Swimming, Picnicking, Kayaking","Restrooms, Showers, Lifeguard",Dogs allowed on leash,Y,"",N,"",Mother's Beach
4524,Central,Ventura,Ventura,Hobson Beach,https://www.californiabeaches.com/beach/hobson-beach/,5700 Pacific Coast Hwy,Ventura,CA,93001,34.337244,-119.410493,Hobson Beach County Park,County Beach,https://www.ventura.org/parks-department/beach-front-parks/hobson-beach-park/,"Camping, Surfing","Campground, Restrooms, Showers, Picnic Tables, BBQs, Camp Store, Cafe",Dogs allowed on leash,Y,Fee for camping,N,"",""
4525,Central,Ventura,Ventura,La Conchita Beach,https://www.californiabeaches.com/beach/la-conchita-beach/,W Surfside St and N Sunland Ave,Ventura,CA,93001,34.364239,-119.450112,"",County Beach,"","Beach Walking, Fishing, Beachcombing",No Facilities,Dogs allowed on leash,Y,"",N,"",""
4526,Central,Ventura,Ventura,Marina Park Beach 2,https://www.californiabeaches.com/beach/marina-park-beach-2/,Greenock Ln and Pierpont Blvd,Ventura,CA,93001,34.254133,-119.26933,Marina Park,City Park,http://www.cityofventura.net/sub-section/parks-urban-forestry,"Swimming, Picnicking, Kayaking, Sailing, Fishing, Walking, Running, Biking, Surfing, Stand-Up Paddleboarding","Grass Park, Kids Play Area, Picnic Tables, BBQs, Walking Paths, Restrooms, Benches",Dogs allowed on leash,Y,"",N,"",""
4527,Central,Ventura,Ventura,Mondos Beach,https://www.californiabeaches.com/beach/mondos-beach/,3674 Pacific Coast Hwy,Ventura,CA,93001,34.321116,-119.376444,"",County Beach,"","Surfing, Stand-Up Paddleboarding, Fishing",No Facilities,Dogs allowed on leash,Y,Free parking,Y,"",""
4528,Central,Ventura,Ventura,Mussel Shoals Beach,https://www.californiabeaches.com/beach/mussel-shoals-beach/,Ocean Ave and Breakers Way,Ventura,CA,93001,34.356138,-119.443236,"",County Beach,"","Surfing, Beach Walking, Fishing",No Facilities,Dogs allowed on leash,Y,"",N,"",""
4529,Central,Ventura,Ventura,Oil Piers Beach,https://www.californiabeaches.com/beach/oil-piers-beach/,Pacific Coast Hwy and Mobil Pier Rd,Ventura,CA,93001,34.35291,-119.42837,"",County Beach,"","Surfing, Beach Walking, Fishing",No Facilities,Dogs allowed on leash,Y,"",N,"",""
4530,Central,Ventura,Ventura,Rincon Parkway Beach,https://www.californiabeaches.com/beach/rincon-parkway-beach/,5000 Pacific Coast Hwy,Ventura,CA,93001,34.33122,-119.40094,Rincon Parkway County Park,County Beach,http://www.ventura.org/beach-front-parks/rincon-parkway,"Surfing, Camping, Beach Walking","Campground, Toilets",Dogs allowed on leash,Y,Fee for camping,N,"",""
4531,Central,Ventura,Ventura,San Buenaventura State Beach,https://www.californiabeaches.com/beach/san-buenaventura-state-beach/,Pierpont Blvd and San Pedro St,Ventura,CA,93001,34.268752,-119.280225,San Buenaventura State Beach,State Park,http://www.parks.ca.gov/?page_id=600,"Surfing, Biking, Skating, Volleyball, Picnicking, Walking, Sunbathing","Restrooms, Paved Bike Path, Picnic Tables, BBQs, Volleyball Courts, Grass Park, Snack Bar, Rentals",No dogs allowed on the beach,N,Fee for parking,N,"",""
4532,Central,Ventura,Ventura,Seaward Avenue Beach,https://www.californiabeaches.com/beach/seaward-avenue-beach/,S Seaward Ave and Zephyr Ct,Ventura,CA,93001,34.262784,-119.27458,San Buenaventura State Beach,City & State,"","Sunbathing, Beach Walking, Fishing","Restrooms, Showers, Lifeguard, Restaurants, Rentals",No dogs allowed on the beach,N,"",N,"",Pierpont Beach
4533,Central,Ventura,Ventura,Solimar Beach,https://www.californiabeaches.com/beach/solimar-beach/,2808 Pacific Coast Hwy,Ventura,CA,93001,34.30874,-119.35487,"",County Beach,"","Surfing, Beach Walking, Beachcombing",No Facilities,Dogs allowed on leash,Y,Free parking,Y,"",""
4534,Central,Ventura,Ventura,Surfers Knoll Beach,https://www.californiabeaches.com/beach/surfers-knoll-beach/,1596 Spinnaker Dr,Ventura,CA,93001,34.2405,-119.26656,Surfer's Knoll Park,City Beach,http://www.cityofventura.net/sub-section/parks-urban-forestry,"Surfing, Beachcombing","Restrooms, Showers",Dogs allowed on leash north of the parking lot,Y,"",N,"",""
4535,Central,Ventura,Ventura,Surfers Point Beach,https://www.californiabeaches.com/beach/surfers-point-beach/,Harbor Blvd and Figueroa St,Ventura,CA,93001,34.273425,-119.304928,"Seaside Park, Promenade Park",City Beach,http://www.cityofventura.net/sub-section/parks-urban-forestry,"Surfing, Biking, Skating, Walking, Windsurfing, Kiteboarding, Fishing, Running, Birdwatching, Picnicking","Picnic Tables, Restrooms, Showers, Paved Bike Path, Lagoon, Grass Park, Benches",Dogs allowed on leash,Y,Fee for parking,N,"",Promenade Park Beach
4536,Central,Ventura,Ventura,Ventura Pier Beach,https://www.californiabeaches.com/beach/ventura-pier-beach/,450 E Harbor Blvd,Ventura,CA,93001,34.275612,-119.29167,"",City Beach,https://www.cityofventura.ca.gov/644/Ventura-Pier,"Fishing, Biking, Skating, Walking","Fishing Pier, Paved Bike Path, Promenade, Restrooms, Showers, Rentals",No dogs allowed on the beach,N,Fee for parking,N,"",""
4537,Central,Santa Barbara,Carpinteria,Carpinteria Bluffs Nature Preserve,https://www.californiabeaches.com/beach/carpinteria-bluffs-nature-preserve/,Carpinteria Ave and Bailard Ave,Carpinteria,CA,93013,34.385311,-119.502655,Carpinteria Bluffs Nature Preserve,City Beach,http://www.carpinteriabluffs.org/,"Hiking, Biking, Walking, Wildlife Watching, Whale Watching, Birdwatching, Equestrian Use, Beachcombing","Trails, Seal Rookery, Restrooms, Baseball Fields, Golf Driving Range","Dogs allowed on leash on trails and beach, but not at the seal rookery or overlook",Y,"",N,"",""
4538,Central,Santa Barbara,Carpinteria,Carpinteria City Beach,https://www.californiabeaches.com/beach/carpinteria-city-beach/,4975 Sandyland Rd,Carpinteria,CA,93103,34.394342,-119.527144,Carpinteria Salt Marsh Nature Park,City Beach,"","Sunbathing, Beach Walking, Volleyball, Hiking, Birdwatching, Wildlife Watching, Surfing, Swimming","Lifeguard, Restrooms, Showers, Volleyball Courts, Picnic Tables, Salt Marsh, Trails",No dogs allowed on the beach,N,"",N,"",Carpinteria Bathing Beach
4539,Central,Santa Barbara,Carpinteria,Carpinteria Seal Sanctuary,https://www.californiabeaches.com/beach/carpinteria-seal-sanctuary/,Carpinteria Ave and Bailard Ave,Carpinteria,CA,93013,34.385265,-119.506187,"",Non-Profit,http://www.sealwatchcarpinteria.com/,"Wildlife Watching, Walking","Seal Rookery, Pier, Ocean Overlook, Trails",No dogs on the beach or at the rookery overlook,N,No fee for parking,N,"",Carpinteria Harbor Seal Rookery
4540,Central,Santa Barbara,Carpinteria,Carpinteria State Beach,https://www.californiabeaches.com/beach/carpinteria-state-beach/,Palm Ave and 6th St,Carpinteria,CA,93103,34.391468,-119.521908,Carpinteria State Beach,State Park,http://www.parks.ca.gov/?page_id=599,"Swimming, Volleyball, Fishing, Tidepooling, Sunbathing, Birdwatching, Hiking, Biking, Camping, Beach Walking","Campground, Lifeguard, Restrooms, Volleyball Courts, Tide Pools, Seashells, Picnic Tables, Trails, Kids Play Area, Accessible Features","Dogs are not allowed on the beach, but ok on trail if on leash",N,Fee for parking,N,"",""
4541,Central,Santa Barbara,Carpinteria,Loon Point Beach,https://www.californiabeaches.com/beach/loon-point-beach/,2781 Padaro Ln,Carpinteria,CA,93013,34.415082,-119.584014,"",County Beach,"","Sunbathing, Beachcombing, Tidepooling","Toilets, Tide Pools",No dogs allowed on the beach,N,"",N,"",""
4542,Central,Santa Barbara,Carpinteria,Padaro Beach,https://www.californiabeaches.com/beach/padaro-beach/,Padaro Ln and Santa Claus Ln,Carpinteria,CA,93013,34.408501,-119.551723,"","","","Surfing, Sunbathing, Beachcombing, Beach Walking",Toilets,Dogs allowed on leash,Y,"",N,"",Santa Claus Beach
4543,Central,Santa Barbara,Carpinteria,Rincon Park County Beach,https://www.californiabeaches.com/beach/rincon-park-county-beach/,Rincon Point Rd,Carpinteria,CA,93013,34.3776,-119.48153,Rincon Park,County Park,http://www.countyofsb.org/parks/day-use/rincon-beach.sbc,"Surfing, Picnicking, Beach Walking, Birdwatching, Swimming, Beachcombing, Fishing, Sunbathing","Restrooms, Showers, Picnic Tables, Benches",Dogs allowed on leash,Y,Free parking,Y,"",""
4544,Central,Santa Barbara,Carpinteria,Rincon Point State Beach,https://www.californiabeaches.com/beach/rincon-point-state-beach/,Rincon Point Rd,Carpinteria,CA,93013,34.375704,-119.472966,Carpinteria State Beach,State Park,"",Surfing,"Restrooms, Lifeguard",No dogs allowed on the beach,N,Fee for parking,N,"",""
4545,Central,Santa Barbara,Carpinteria,Sandyland Cove Beach,https://www.californiabeaches.com/beach/sandyland-cove-beach/,100 Ash Avenue,Carpinteria,CA,93013,34.396145,-119.532932,"","","","Beach Walking, Birdwatching, Swimming",No Facilities,No dogs allowed on the beach,N,"",N,"",""
4546,Central,Santa Barbara,Carpinteria,Tar Pits Beach,https://www.californiabeaches.com/beach/tar-pits-beach/,5596 Calle Ocho,Carpinteria,CA,93103,34.387251,-119.514047,"Tar Pits Park, Carpinteria State Beach",City Beach,http://www.carpinteria.ca.us/parks_rec/park_system.shtml,"Hiking, Tidepooling, Whale Watching, Biking, Walking, Fishing, Camping","Campground, Restrooms, Showers, Tide Pools","Dogs are not allowed on the beach, but ok on trail if on leash",N,Fee for parking,N,"",""
4547,Central,Santa Barbara,Goleta,Arroyo Hondo Beach,https://www.californiabeaches.com/beach/arroyo-hondo-beach/,El Camino Real,Goleta,CA,93117,34.47355,-120.141137,"",State Lands,"","Photography, Tidepooling, Beach Exploration","Historic Bridge, Train Trestle, Tide Pools, No Facilities","",Y,Free parking,Y,"",""
4548,Central,Santa Barbara,Goleta,Arroyo Quemada Beach,https://www.californiabeaches.com/beach/arroyo-quemada-beach/,14100 Arroyo Quemada Ln,Goleta,CA,93117,34.470302,-120.11918,"","","","Beach Walking, Beach Exploration","Tide Pools, No Facilities","",Y,Free parking,Y,"",Arroyo Quemado Creek Beach
4549,Central,Santa Barbara,Goleta,Eds Surfing Beach,https://www.californiabeaches.com/beach/eds-surfing-beach/,2 El Capitan State Beach Rd,Goleta,CA,93117,34.450016,-119.988352,"","","","Surfing, Beach Exploration","Tide Pools, No Facilities","",Y,Fee for parking at El Capitan State Beach,N,"",""
4550,Central,Santa Barbara,Goleta,El Capitan State Beach,https://www.californiabeaches.com/beach/el-capitan-state-beach/,2 El Capitan State Beach Rd,Goleta,CA,93117,34.459285,-120.026214,El Capitan State Beach,State Park,http://www.parks.ca.gov/?page_id=601,"Surfing, Hiking, Fishing, Camping, Beach Walking, Picnicking, Birdwatching, Biking, Tidepooling","Restrooms, Trails, Paved Bike Path, Tide Pools, Campground, Camp Store, Accessible Features",No dogs allowed on the beach,N,Fee for camping and day-used,N,"",""
4551,Central,Santa Barbara,Goleta,Ellwood Beach,https://www.californiabeaches.com/beach/ellwood-beach/,7686 Hollister Ave,Goleta,CA,93117,34.420182,-119.89367,"Santa Barbara Shores County Park, Ellwood Mesa Open Space, Goleta Monarch Butterfly Preserve, Sperling Preserve",City Open Space,http://www.cityofgoleta.org/index.aspx?page=320,"Hiking, Walking, Mountain Biking, Beachcombing, Tidepooling","Trails, Tide Pools, Butterfly Preserve, No Facilities",Dogs allowed on leash west of the Santa Barbara Shores Drive access,Y,"",N,"",Santa Barbara Shores Beach
4552,Central,Santa Barbara,Goleta,Gaviota State Park Beach,https://www.californiabeaches.com/beach/gaviota-state-park-beach/,Gaviota Beach Rd,Goleta,CA,93117,34.471098,-120.22771,"Gaviota State Park, Kashtayit State Marine Conservation Area",State Park,http://www.parks.ca.gov/?page_id=606,"Hiking, Backpacking, Mountain Biking, Fishing, Surfing, Beach Walking, Swimming, Camping","Fishing Pier, Campground, Lifeguard, Restrooms, Train Trestle, Picnic Tables, Trails, Hot Springs, Boat Hoist, Accessible Features",No dogs allowed on the beach or on trails,N,Fee for parking,N,"",""
4553,Central,Santa Barbara,Goleta,Goleta Beach Park,https://www.californiabeaches.com/beach/goleta-beach-park/,5905 Sandspit Rd,Goleta,CA,93117,34.416783,-119.831301,Goleta Beach County Park,County Park,http://www.countyofsb.org/parks/day-use/goleta-beach.sbc,"Fishing, Birdwatching, Biking, Walking, Sunbathing, Volleyball, Picnicking, Boating, Kayaking, Stand-Up Paddleboarding","Fishing Pier, Restrooms, Picnic Tables, BBQs, Paved Bike Trail, Grass Park, Kids Play Area, Restaurant, Boat Launch, Volleyball Courts",Dogs allowed on leash,Y,"",N,"",""
4554,Central,Santa Barbara,Goleta,Haskells Beach,https://www.californiabeaches.com/beach/haskells-beach/,8301 Hollister Ave,Goleta,CA,93117,34.431313,-119.916742,"","","","Surfing, Beach Walking, Sunbathing","Restrooms, Snack Bar",Dogs allowed on leash,Y,"",N,"",Bacara Beach
4555,Central,Santa Barbara,Goleta,Hollister Ranch Beaches,https://www.californiabeaches.com/beach/hollister-ranch-beaches/,Hollister Ranch Rd,Goleta,CA,93117,34.47094,-120.29344,Hollister Ranch Shoreline Preserve,Private (gated),https://en.wikipedia.org/wiki/Hollister_Ranch,"Surfing, Boating, Tidepooling, Beach Exploration","Tide Pools, No Facilities","",Y,"",N,"","Breaks: San Augustine, Razorblades, Razors, Drakes, Little Drakes, R&L, L&R, Cuarta Canyon. Beaches: Agua Caliente, Alegria, Sacate, Drakes, Bulito, San Augustin."
4556,Central,Santa Barbara,Goleta,Naples Point Beach,https://www.californiabeaches.com/beach/naples-point-beach/,8301 Hollister Ave,Goleta,CA,93117,34.43527,-119.947202,"","","","Surfing, Beach Exploration","Tide Pools, No Facilities","",Y,Free parking at Bacara Resort,Y,"",""
4557,Central,Santa Barbara,Goleta,Refugio State Beach,https://www.californiabeaches.com/beach/refugio-state-beach/,10 Refugio Beach Road,Goleta,CA,93117,34.462945,-120.07098,Refugio State Beach,State Park,http://www.parks.ca.gov/?page_id=603,"Fishing, Biking, Camping, Tidepooling, Kayaking, Picnicking, Surfing","Campground, Lifeguard, Tide Pools, Picnic Tables, Restrooms, Camp Store, Paved Bike Path, Accessible Features",No dogs allowed on the beach,N,Fee for day-use and camping,N,"",""
4558,Central,Santa Barbara,Goleta,San Onofre Beach At Gaviota State Park,https://www.californiabeaches.com/beach/san-onofre-beach-at-gaviota-state-park/,El Camino Real,Goleta,CA,93117,34.470041,-120.187305,Gaviota State Park,State Park,http://www.parks.ca.gov/?page_id=606,"Beach Walking, Beach Exploration",No Facilities,No dogs allowed on the beach,N,Free parking,Y,"",""
