,Region,County,Area,Beach Name,Beach URL,Address1,Address2,Park Name,Owner URL,Activities,Amenities,Pet Policy,Fees,Phone,Other Names
710,Northern,San Francisco County,San Francisco,Candlestick Point State Recreation Area,https://www.californiabeaches.com/beach/candlestick-point-state-recreation-area/,Hunters Point Expy,"San Francisco, CA 94124",Candlestick Point State Recreation Area,http://www.parks.ca.gov/?page_id=519,"Windsurfing, Kiteboarding, Walking, Fishing, Birdwatching, Picnicking, Biking, Kayaking","Grass Park, Trails, Paved Bike Path, Fishing Pier, Picnic Tables, BBQs, Accessible Features, Fishing Pier",Dogs allowed on leash in park and on beaches,,,"Windsurfer Circle, Jack Rabbit Beach"
711,Northern,San Francisco County,San Francisco,China Beach,https://www.californiabeaches.com/beach/china-beach/,340 Sea Cliff Ave,"San Francisco, CA 94121","Golden Gate National Recreation Area, China Beach Park",http://www.nps.gov/goga/planyourvisit/chinabeach.htm,"Sunbathing, Picnicking, Tidepooling","Restrooms, Showers, Picnic Tables, Tide Pools, Cave",No dogs allowed on the beach,Free parking,,
712,Northern,San Francisco County,San Francisco,Clipper Cove Beach On Yerba Buena Island,https://www.californiabeaches.com/beach/clipper-cove-beach-on-yerba-buena-island/,Treasure Island Rd,"San Francisco, CA 94130",Clipper Cove Picnic Area Park,,Picnicking,Grass Park,,,,
713,Northern,San Francisco County,San Francisco,East Beach At Crissy Field,https://www.californiabeaches.com/beach/east-beach-at-crissy-field/,1199 E Beach,"San Francisco, CA 94129","Crissy Field Park, Presidio, Golden Gate National Recreation Area",https://www.presidio.gov/places/east-beach,"Windsurfing, Kiteboarding, Birdwatching, Walking, Running, Biking, Sunbathing","Picnic Tables, Restrooms, Cafe, Grass Park, Bike Path, Trails, Historic Buildings, Fishing Pier",Dogs allowed off leash if under voice control,Free parking,,
714,Northern,San Francisco County,San Francisco,West Bluffs Beach At Crissy Field,https://www.californiabeaches.com/beach/west-bluffs-beach-at-crissy-field/,Marine Drive,"San Francisco, CA 94129","Crissy Field Park, Fort Point National Historic Site, Presidio, Golden Gate National Recreation Area",http://www.presidio.gov/explore/Pages/crissy-field-picnic-east-beach-west-bluffs.aspx,"Windsurfing, Kiteboarding, Birdwatching, Walking, Running, Biking","Picnic Tables, Restrooms, Cafe, Historical Sites, Grass Fields, Pier, Lighthouse, Trails",Dogs allowed off leash if under voice control,Free parking,,West Bluffs
715,Northern,San Francisco County,San Francisco,Fort Funston Beach,https://www.californiabeaches.com/beach/fort-funston-beach/,Skyline Blvd and John Muir Dr,"San Francisco, CA 94132",Golden Gate National Recreation Area,http://www.nps.gov/goga/planyourvisit/fortfunston.htm,"Hang Gliding, Hiking, Beachcombing, Equestrian Use, Beach Walking, Fishing, Biking","Trails, Viewing Platform, Toilets, Fossils, Military Ruins",Dogs allowed off leash if under voice control,Free parking,,
716,Northern,San Francisco County,San Francisco,Golden Gate Park Beach,https://www.californiabeaches.com/beach/golden-gate-park-beach/,1000 Great Highway,"San Francisco, CA 94121","Golden Gate Park, Golden Gate National Recreation Area",http://sfrecpark.org/destination/golden-gate-park/,"Walking, Biking, Running, Golf, Disc Golf, Tennis, Horseshoes, Beach Walking, Birdwatching","Grass Park, Walking Paths, Golf Course, Sports Fields, Sport Courts, Botanical Garden, Japanese Garden, Museums, Fly Casting Ponds, Carousel, Kids Play Area",Dogs allowed off leash on beach if under voice control,Free parking at the beach,,
717,Northern,San Francisco County,San Francisco,Herons Head Park,https://www.californiabeaches.com/beach/herons-head-park/,Cargo Way and Jennings St.,"San Francisco, CA 94124","Heron's Head Park, Port of San Francisco",http://www.sfport.com/index.aspx?page=210,"Birdwatching, Walking","Picnic Tables, Bird-viewing Areas, Paved Path, Education Center",Dogs allowed on leash on trails. There is an off-leash dog area in the park.,,,
718,Northern,San Francisco County,San Francisco,Marshall Beach,https://www.californiabeaches.com/beach/marshall-beach/,Lincoln Blvd and Langdon Ct,"San Francisco, CA 94129",Golden Gate National Recreation Area,http://www.nps.gov/goga/,"Hiking, Sunbathing","Military Structures, Viewpoint, Trails, No Facilities",No dogs allowed on beach,Free parking at the Golden Gate Overlook,,"Golden Gate Beach, Marshall's"
719,Northern,San Francisco County,San Francisco,Lands End Beach,https://www.californiabeaches.com/beach/lands-end-beach/,El Camino Del Mar,"San Francisco, CA 94121","Golden Gate National Recreation Area, Fort Miley, Lincoln Park",http://www.nps.gov/goga/planyourvisit/landsend.htm,"Hiking, Beach Exploration, Photography","Trails, Picnic Tables, Viewpoint, Military Gun Structures, Lighthouse, Shipwrecks, Labyrinth",Dogs allowed off leash if under voice control,Free parking,,Mile Rock Beach
720,Northern,San Francisco County,San Francisco,North Baker Beach,https://www.californiabeaches.com/beach/north-baker-beach/,Bowley St and Gibson Rd,"San Francisco, CA 94129",Golden Gate National Recreation Area,http://www.nps.gov/prsf/planyourvisit/baker-beach.htm,"Sunbathing, Hiking","Trails, Volleyball Court, No Facilities",Dogs allowed off leash if under voice control,Free parking,,
721,Northern,San Francisco County,San Francisco,Ocean Beach San Francisco,https://www.californiabeaches.com/beach/ocean-beach-san-francisco/,Sloat Blvd and Great Hwy,"San Francisco, CA 94132",Golden Gate National Recreation Area,http://www.nps.gov/goga/planyourvisit/oceanbeach.htm,"Beach Walking, Walking, Running, Biking, Sunbathing, Windsurfing, Kiteboarding","Restrooms, Promenade, Paved Bike Lane, Dunes, Zoo, Fire Pits",Dogs allowed off leash if under voice control except from Sloat Blvd to Stairwell 21 where leashes are required,Free parking,,
722,Northern,San Francisco County,San Francisco,Phillip Burton Memorial Beach,https://www.californiabeaches.com/beach/phillip-burton-memorial-beach/,John Daly Blvd and California 35,"Daly City, CA 94015",,,"Fishing, Hiking, Beachcombing, Photography","Cave, Trails, No Facilities",Dogs allowed on leash,Free parking at Fort Funston or Thornton State Beach,,
723,Northern,San Francisco County,San Francisco,Sutro Baths,https://www.californiabeaches.com/beach/sutro-baths/,680 Point Lobos Ave,"San Francisco, CA 94121",Golden Gate National Recreation Area,http://www.nps.gov/goga/planyourvisit/sutro.htm,"Hiking, Photography","Historic Bath Ruins, Visitor Center, Trails, Tunnel, Rock Arch",Dogs allowed on leash,Free parking,,
724,Northern,San Francisco County,San Francisco,Treasure Island San Francisco,https://www.californiabeaches.com/beach/treasure-island-san-francisco/,Avenue of the Palms and California Ave,"San Francisco, CA 94130",,,,,,Currently there are no fees for entering or parking on the island,,Treasure Isle
725,Northern,Marin County,Bolinas,Alamere Creek Beach,https://www.californiabeaches.com/beach/alamere-creek-beach/,End of Mesa Road,"Bolinas, CA 94924",Point Reyes National Seashore,http://www.nps.gov/pore/,"Beach Exploration, Hiking, Beachcombing, Photography","Waterfall, Trails, No Facilities",No dogs allowed on beach,Free parking at trailhead,,
726,Northern,Marin County,Bolinas,Bolinas Beach,https://www.californiabeaches.com/beach/bolinas-beach/,Brighton Ave and Cliff Rd,"Bolinas, CA 94924",,,"Surfing, Bodyboarding, Birdwatching, Kayaking, Stand-Up Paddleboarding, Sunbathing","Restrooms, Tennis Court",Dogs allowed off leash,Free street parking,,Brighton Beach
727,Northern,Marin County,Bolinas,Agate Beach County Park Bolinas,https://www.californiabeaches.com/beach/agate-beach-county-park-bolinas/,Ocean Pkwy and Elm Rd,"Bolinas, CA 94924","Agate Beach County Park, Duxbury Reef State Marine Reserve",http://www.marincounty.org/depts/pk/divisions/parks/agate-beach,"Tidepooling, Wildlife Watching, Fishing","Tide Pools, Toilets, Benches, Viewpoint",Dogs allowed on leash,Free parking,,
728,Northern,Marin County,Bolinas,Palomarin Beach,https://www.californiabeaches.com/beach/palomarin-beach/,End of Mesa Road,"Bolinas, CA 94924",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing, Tidepooling","Restrooms, Trails, Tide Pools",No dogs allowed on beach,Free parking,,
729,Northern,Marin County,Bolinas,Rca Beach,https://www.californiabeaches.com/beach/rca-beach/,499 Mesa Road,"Bolinas, CA 94924",,,"Sunbathing, Beachcombing","No Facilities, Waterfall, Tide Pools",No dogs allowed on the beach,Free parking,,
730,Northern,Marin County,Dillon Beach,Dillon Beach,https://www.californiabeaches.com/beach/dillon-beach/,1 Beach Avenue,"Dillon Beach, CA 94929",,http://www.dillonbeachresort.com/,"Surfing, Bodyboarding, Tidepooling, Bonfires","Restrooms, Picnic Tables, Fire Pits, Cabins / Cottages, Cafe, Store, Tide Pools",Dogs allowed on leash,Fee for parking at the beach,,
731,Northern,Marin County,Dillon Beach,Estero De San Antonio Beach,https://www.californiabeaches.com/beach/estero-de-san-antonio-beach/,Oceana Drive and Lelani Lane,"Dillon Beach, CA 94929",Estero de San Antonio State Marine Recreational Management Area (SMRMA),http://www.californiampas.org/mpa-regions/north-central-coast-region,"Kayaking, Birdwatching, Waterfowl Hunting",No Facilities,No dogs allowed on the private easement trail,,,
732,Northern,Marin County,Dillon Beach,Lawsons Landing Beach,https://www.californiabeaches.com/beach/lawsons-landing-beach/,137 Marine View Drive,"Dillon Beach, CA 94929",,http://www.lawsonslanding.com/,"Fishing, Boating, Camping, Kayaking, Clam Digging, Crabbing, Beach Walking","Campground, Boat Rentals, Boat Launch, Dunes, Store",Dogs allowed off-leash on beach and on-leash in campground,Fees for day-use and camping,,"Sand Point Beach, Brazil Beach"
733,Northern,Marin County,Inverness,Abbotts Lagoon Beach,https://www.californiabeaches.com/beach/abbotts-lagoon-beach/,Pierce Point Rd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Birdwatching, Beachcombing, Whale Watching","Restrooms, Lagoon, Trails, Dunes",No dogs allowed on trail or beach,Free parking at trailhead,,
734,Northern,Marin County,Inverness,Avalis Beach,https://www.californiabeaches.com/beach/avalis-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
735,Northern,Marin County,Inverness,Chicken Ranch Beach,https://www.californiabeaches.com/beach/chicken-ranch-beach/,Sir Francis Drake Blvd and Pine Hill Drive,"Inverness, CA 94937",Chicken Ranch Beach Park,http://www.marincounty.org/depts/pk/divisions/parks/chicken-ranch-beach,"Kayaking, Canoeing, Stand-Up Paddleboarding, Swimming, Picnicking","Toilets, Benches",Dogs allowed on leash,Free parking,,
736,Northern,Marin County,Inverness,Chimney Rock,https://www.californiabeaches.com/beach/chimney-rock/,Sir Francis Drake Blvd and Chimney Rock Rd,"Inverness, CA 94937","Point Reyes National Seashore, Point Reyes State Marine Reserve",https://www.nps.gov/pore/planyourvisit/chimney_rock.htm,"Walking, Hiking, Wildlife Watching, Whale Watching","Lighthouse, Visitor Center, Restrooms, Trails, Overlook, Wildflowers, Elephant Seal Rookery",No dogs allowed on trail or beach,"Free parking, fee for shuttle in winter months",,
737,Northern,Marin County,Inverness,Drakes Beach,https://www.californiabeaches.com/beach/drakes-beach/,Drakes Beach Rd,"Inverness, CA 94937","Point Reyes National Seashore, Point Reyes State Marine Reserve",http://www.nps.gov/pore/,"Beachcombing, Beach Walking, Birdwatching","Restrooms, Picnic Tables, Bookstore, Visitor Center, Bay Overlook, Lagoon",No dogs allowed on beach,Free parking,,
738,Northern,Marin County,Inverness,Drakes Estero Beach,https://www.californiabeaches.com/beach/drakes-estero-beach/,17171 Sir Francis Drake Blvd,"Inverness, CA 94937","Point Reyes National Seashore, Phillip Burton Wilderness Area, Drakes Estero State Marine Conservation Area",https://www.nps.gov/pore/,"Birdwatching, Wildlife Watching, Kayaking, Hiking",Restrooms,No dogs allowed,Free parking,,Drakes Bay
739,Northern,Marin County,Inverness,Driftwood Beach,https://www.californiabeaches.com/beach/driftwood-beach/,Pierce Point Rd,"Inverness, CA 94937","Point Reyes National Seashore, Tule Elk Reserve",http://www.nps.gov/pore/,"Beach Exploration, Hiking, Wildlife Watching","Trails, Elk Herds, No Facilities",No dogs allowed on trail,Free parking at trailhead,,
740,Northern,Marin County,Inverness,Duck Beach,https://www.californiabeaches.com/beach/duck-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
741,Northern,Marin County,Inverness,Duck Cove Beach,https://www.californiabeaches.com/beach/duck-cove-beach/,Marshall Beach Rd and Duck Cove Rd,"Inverness, CA 94937",,,,No Public Facilities,,,,
742,Northern,Marin County,Inverness,Elk Fence North Beach,https://www.californiabeaches.com/beach/elk-fence-north-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
743,Northern,Marin County,Inverness,Elk Fence South Beach,https://www.californiabeaches.com/beach/elk-fence-south-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
744,Northern,Marin County,Inverness,Fruit Tree Beach,https://www.californiabeaches.com/beach/fruit-tree-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
745,Northern,Marin County,Inverness,Hearts Desire Beach Tomales Bay State Park,https://www.californiabeaches.com/beach/hearts-desire-beach-tomales-bay-state-park/,1208 Pierce Point Road,"Inverness, CA 94937",Tomales Bay State Park,http://www.parks.ca.gov/?page_id=470,"Swimming, Boating, Kayaking, Hiking, Picnicking, Clam Digging, Birdwatching","Restrooms, Picnic Tables, BBQs, Hand-carry Boat Launch, Swimming Area, Trails, Accessible Features",No dogs allowed on the beach or the trails,Fee for parking,,
746,Northern,Marin County,Inverness,Indian Beach Tomales Bay State Park,https://www.californiabeaches.com/beach/indian-beach-tomales-bay-state-park/,1208 Pierce Point Road,"Inverness, CA 94937",Tomales Bay State Park,http://www.parks.ca.gov/?page_id=470,"Hiking, Birdwatching","Toilet, Interpretive Trail, Wetlands",No dogs allowed on the beach or the trails,Fee for parking,,
747,Northern,Marin County,Inverness,Jacks Beach,https://www.californiabeaches.com/beach/jacks-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
748,Northern,Marin County,Inverness,Kehoe Beach,https://www.californiabeaches.com/beach/kehoe-beach/,Pierce Point Rd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing, Beach Walking","Restrooms, Dunes, Trails",Dogs allowed on leash,Free parking,,
749,Northern,Marin County,Inverness,Kilkenny Beach,https://www.californiabeaches.com/beach/kilkenny-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
750,Northern,Marin County,Inverness,Long Cove Beach,https://www.californiabeaches.com/beach/long-cove-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
751,Northern,Marin County,Inverness,Marshall Beach Tomales Bay,https://www.californiabeaches.com/beach/marshall-beach-tomales-bay/,Marshall Beach Rd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Boating, Kayaking, Mountain Biking","Toilets, Boat-in Campground",Dogs allowed on beach if brought in by boat,,,
752,Northern,Marin County,Inverness,Mcclures Beach,https://www.californiabeaches.com/beach/mcclures-beach/,Pierce Point Rd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing","Restrooms, Tide Pools, Elk, Trail",No dogs allowed on trail or beach,Free parking,,Pierce Point Beach
753,Northern,Marin County,Inverness,No Name Beach,https://www.californiabeaches.com/beach/no-name-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,Dogs allowed on beach if brought in by boat,,,
754,Northern,Marin County,Inverness,North Blue Gum Beach,https://www.californiabeaches.com/beach/north-blue-gum-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
755,Northern,Marin County,Inverness,Pebble Beach Tomales Bay State Park,https://www.californiabeaches.com/beach/pebble-beach-tomales-bay-state-park/,1208 Pierce Point Road,"Inverness, CA 94937",Tomales Bay State Park,http://www.parks.ca.gov/?page_id=470,Hiking,"Toilets, Trails",No dogs allowed on the beach or the trails,Fee for parking,,
756,Northern,Marin County,Inverness,Pelican North Beach,https://www.californiabeaches.com/beach/pelican-north-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
757,Northern,Marin County,Inverness,Pita Beach,https://www.californiabeaches.com/beach/pita-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
758,Northern,Marin County,Inverness,Point Reyes Lighthouse,https://www.californiabeaches.com/beach/point-reyes-lighthouse/,27000 Sir Francis Drake Blvd,"Inverness, CA 94937",Point Reyes National Seashore,https://www.nps.gov/pore/planyourvisit/lighthouse.htm,"Photography, Whale Watching","Lighthouse, Visitor Center, Restrooms",No dogs allowed,"Free parking, fee for shuttle in winter months",415-669-1534,
759,Northern,Marin County,Inverness,Point Reyes North Beach,https://www.californiabeaches.com/beach/point-reyes-north-beach/,Sir Francis Drake Blvd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Beachcombing, Beach Walking","Restrooms, Driftwood, Dunes",Dogs allowed on leash,Free parking,,
760,Northern,Marin County,Inverness,Point Reyes South Beach,https://www.californiabeaches.com/beach/point-reyes-south-beach/,Sir Francis Drake Blvd,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Beachcombing, Beach Walking","Restrooms, Driftwood, Dunes",Dogs allowed on leash,Free parking,,
761,Northern,Marin County,Inverness,Sacramento Landing Beach,https://www.californiabeaches.com/beach/sacramento-landing-beach/,Marshall Beach Rd and Sacramento Landing Rd,"Inverness, CA 94937","Point Reyes National Seashore, Sacramento Landing Marine Research Station",,,No Public Facilities,,,,
762,Northern,Marin County,Inverness,Shallow Beach,https://www.californiabeaches.com/beach/shallow-beach/,Pierce Point Rd and Shallow Beach Rd,"Inverness, CA 94937",,,Hiking,"Trails, No Public Facilities",No dogs allowed on trails,Free parking,,
763,Northern,Marin County,Inverness,Shell Beach Tomales Bay State Park,https://www.californiabeaches.com/beach/shell-beach-tomales-bay-state-park/,255 Camino Del Mar,"Inverness, CA 94937",Tomales Bay State Park,http://www.parks.ca.gov/?page_id=470,"Hiking, Swimming","Toilet, Trails, Wetlands",No dogs allowed,Free parking,,
764,Northern,Marin County,Inverness,South Blue Gum Beach,https://www.californiabeaches.com/beach/south-blue-gum-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
765,Northern,Marin County,Inverness,Tomales Beach,https://www.californiabeaches.com/beach/tomales-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/,"Boating, Kayaking","Toilets, Boat-in Campground",Dogs allowed on beach if brought in by boat,,,
766,Northern,Marin County,Inverness,Wall Beach,https://www.californiabeaches.com/beach/wall-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
767,Northern,Marin County,Inverness,White Gulch Beach,https://www.californiabeaches.com/beach/white-gulch-beach/,,"Inverness, CA 94937",Point Reyes National Seashore,http://www.nps.gov/pore/planyourvisit/campgrounds.htm,"Boating, Kayaking",Boat-in Campground,No dogs allowed on beach,,,
768,Northern,Marin County,Marshall,Alan Sieroty Beach At Millerton Point,https://www.californiabeaches.com/beach/alan-sieroty-beach-at-millerton-point/,Shoreline Hwy,"Marshall, CA 94940",Tomales Bay State Park,http://www.parks.ca.gov/?page_id=470,"Walking, Birdwatching","Restrooms, Picnic Tables, Accessible Features",No dogs allowed,Free parking,,
769,Northern,Marin County,Marshall,Hog Island,https://www.californiabeaches.com/beach/hog-island/,23240 Highway 1,"Marshall, CA 94940",Point Reyes National Seashore,http://www.nps.gov/pore/parkmgmt/upload/lawsandpolicies_compendium_hogislandmap.pdf,"Boating, Kayaking",No Facilities,No dogs allowed on the islands,Fee for parking at the boat launch,,
770,Northern,Marin County,Marshall,Nicks Cove And Miller Boat Launch,https://www.californiabeaches.com/beach/nicks-cove-and-miller-boat-launch/,23240 Highway 1,"Marshall, CA 94940",Miller Boat Launch,http://www.marincounty.org/depts/pk/divisions/parks/miller-boat-launch,"Fishing, Boating, Kayaking, Canoeing","Boat Launch, Restaurant, Bar, Cottages, Pier",Dogs allowed on leash,"Free parking at restaurant, fees to park at or above the boat launch",,Miller Park
771,Northern,Marin County,Mill Valley,Rodeo Beach,https://www.californiabeaches.com/beach/rodeo-beach/,1049 Mitchell Rd,"Sausalito, CA 94965",Golden Gate National Recreation Area,http://www.nps.gov/goga/,"Hiking, Birdwatching, Surfing, Rockhounding","Restrooms, Trails, Picnic Tables, Lagoon",Dogs allowed off leash if under voice control,Free parking,,
772,Northern,Marin County,Mill Valley,South Rodeo Beach,https://www.californiabeaches.com/beach/south-rodeo-beach/,Field Rd,"Sausalito, CA 94965",Golden Gate National Recreation Area,http://www.nps.gov/goga/,"Hiking, Beach Exploration, Photography, Birdwatching","Trails, Military Structures, Rock Arch, No Facilities",Dogs allowed off leash if under voice control,Free parking,,
773,Northern,Marin County,Mill Valley,Tennessee Cove Beach,https://www.californiabeaches.com/beach/tennessee-cove-beach/,Tennessee Valley Rd,"Mill Valley, CA 94941",Golden Gate National Recreation Area,http://www.nps.gov/goga/planyourvisit/tennessee_valley.htm,"Hiking, Beach Exploration, Mountain Biking, Equestrian Use","Restrooms, Trails",No dogs allowed on main trail or beach,Free parking,,
774,Northern,Marin County,Muir Beach,Little Beach Muir Beach,https://www.californiabeaches.com/beach/little-beach-muir-beach/,200 Pacific Way,"Muir Beach, CA 94965",,http://www.nps.gov/goga/planyourvisit/muirbeach.htm,Sunbathing,No Facilities,Dogs allowed off leash if under voice control,Free parking at Muir Beach,,
775,Northern,Marin County,Muir Beach,Muir Beach,https://www.californiabeaches.com/beach/muir-beach/,200 Pacific Way,"Muir Beach, CA 94965","Muir Beach Park, Golden Gate National Recreation Area",http://www.nps.gov/goga/planyourvisit/muirbeach.htm,"Hiking, Beachcombing, Birdwatching, Fishing, Sunbathing, Bonfires, Picnicking","Restrooms, Picnic Tables, Trails, Fire Pits",Dogs allowed off leash if under voice control,Free parking,,Formerly known as Bello Beach
776,Northern,Marin County,Muir Beach,Pirates Cove Beach Marin,https://www.californiabeaches.com/beach/pirates-cove-beach-marin/,200 Pacific Way,"Muir Beach, CA 94965",Golden Gate National Recreation Area,http://www.nps.gov/goga/,"Beach Exploration, Hiking","Trails, No Facilities",Dogs allowed on trail from Muir Beach,Free parking at adjacent trailheads,,
777,Northern,Marin County,Muir Beach,Slide Ranch Beach,https://www.californiabeaches.com/beach/slide-ranch-beach/,2025 Shoreline Hwy,"Muir Beach, CA 94965","Slide Ranch Educational Center, Golden Gate National Recreation Area",http://www.slideranch.org/,"Hiking, Fishing, Picnicking","Restrooms, Picnic Tables, Trails","No dogs allowed at the ranch, on trails, or at the beach",Free parking,,
778,Northern,Marin County,Olema,Alamere Creek Beach,https://www.californiabeaches.com/beach/alamere-creek-beach/,End of Mesa Road,"Bolinas, CA 94924",Point Reyes National Seashore,http://www.nps.gov/pore/,"Beach Exploration, Hiking, Beachcombing, Photography","Waterfall, Trails, No Facilities",No dogs allowed on beach,Free parking at trailhead,,
779,Northern,Marin County,Olema,Arch Rock Beach,https://www.californiabeaches.com/beach/arch-rock-beach/,1 Bear Valley Rd,"Point Reyes Station, CA 94956",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Mountain Biking, Beachcombing","Rock Arch, Trails",No dogs allowed on beach,Free parking at the trailhead,,
780,Northern,Marin County,Olema,Kelham Beach,https://www.californiabeaches.com/beach/kelham-beach/,1 Bear Valley Rd,"Point Reyes Station, CA 94956",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing, Mountain Biking","Trails, Rock Arch",No dogs allowed on beach,Free parking at the trailhead,,
781,Northern,Marin County,Olema,Sculptured Beach,https://www.californiabeaches.com/beach/sculptured-beach/,1 Bear Valley Rd,"Point Reyes Station, CA 94956",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Tidepooling, Beachcombing","Tide Pools, Nature Rock Features, Trails",No dogs allowed on beach,Free parking at the trailhead,,
782,Northern,Marin County,Olema,Secret Beach Of Point Reyes,https://www.californiabeaches.com/beach/secret-beach-of-point-reyes/,1 Bear Valley Rd,"Point Reyes Station, CA 94956",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing, Beach Exploration","Rock Arch, Cave, Natural Amphitheater, Waterfall",No dogs allowed on beach,,,"Secret Cave Beach, Point Reyes Crater"
783,Northern,Marin County,Olema,Wildcat Beach,https://www.californiabeaches.com/beach/wildcat-beach/,1 Bear Valley Rd,"Point Reyes Station, CA 94956",Point Reyes National Seashore,http://www.nps.gov/pore/,"Hiking, Beachcombing, Mountain Biking, Backpacking, Camping","Trails, Waterfall, Backcountry Campground",No dogs allowed on beach,Free parking at trailhead,,
784,Northern,Marin County,Point Reyes Station,Chimney Rock,https://www.californiabeaches.com/beach/chimney-rock/,Sir Francis Drake Blvd and Chimney Rock Rd,"Inverness, CA 94937","Point Reyes National Seashore, Point Reyes State Marine Reserve",https://www.nps.gov/pore/planyourvisit/chimney_rock.htm,"Walking, Hiking, Wildlife Watching, Whale Watching","Lighthouse, Visitor Center, Restrooms, Trails, Overlook, Wildflowers, Elephant Seal Rookery",No dogs allowed on trail or beach,"Free parking, fee for shuttle in winter months",,
785,Northern,Marin County,Point Reyes Station,Drakes Beach,https://www.californiabeaches.com/beach/drakes-beach/,Drakes Beach Rd,"Inverness, CA 94937","Point Reyes National Seashore, Point Reyes State Marine Reserve",http://www.nps.gov/pore/,"Beachcombing, Beach Walking, Birdwatching","Restrooms, Picnic Tables, Bookstore, Visitor Center, Bay Overlook, Lagoon",No dogs allowed on beach,Free parking,,
786,Northern,Marin County,Point Reyes Station,Drakes Estero Beach,https://www.californiabeaches.com/beach/drakes-estero-beach/,17171 Sir Francis Drake Blvd,"Inverness, CA 94937","Point Reyes National Seashore, Phillip Burton Wilderness Area, Drakes Estero State Marine Conservation Area",https://www.nps.gov/pore/,"Birdwatching, Wildlife Watching, Kayaking, Hiking",Restrooms,No dogs allowed,Free parking,,Drakes Bay
787,Northern,Marin County,Point Reyes Station,Limantour Beach,https://www.californiabeaches.com/beach/limantour-beach/,1390 Limantour Spit Rd,"Point Reyes Station, CA 94956","Point Reyes National Seashore, Estero de Limantour State Marine Reserve",http://www.nps.gov/pore/,"Hiking, Birdwatching, Wildlife Watching, Beachcombing, Beach Walking, Swimming","Restrooms, Hostel, Wetlands, Trails",Dogs allowed on leash south of the beach access,Free parking,,
