,id,title,name1,latitude,longitude,address,city,county,state,zip,county,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
345,418,"Mission Bay, DeAnza Cove (mid-cove)",Mission Bay,32.796793000000000,-117.214194000000000,,San Diego,San Diego,CA,92109,San Diego,True,2020-11-06T00:00:00.000Z,A+,ns,A,ns,ns,2018,2020-11-06T00:00:00.000Z
346,342,"Mission Bay, DeAnza Cove - swim area","Mission Bay, DeAnza Cove",-117.220000000000000,32.788300000000000,,,San Diego,CA,,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
347,337,"Mission Bay, Fanuel Park (proj. of Fanuel St.)",Mission Bay,32.791700000000000,-117.245000000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
348,532,"Mission Bay, Fiesta Island Bridge (south side)",Mission Bay,32.768240000000000,-117.211421000000000,,San Diego,San Diego,CA,92109,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
349,415,"Mission Bay, La Cima shoreline (Riviera)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
350,529,"Mission Bay, Leisure Lagoon",Mission Bay,32.781979000000000,-117.210281000000000,,San Diego,San Diego,CA,92110,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
351,420,"Mission Bay, Leisure Lagoon (swim area)",Mission Bay,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
352,330,"Mission Bay, Mariners Basin (proj. of Balboa Ct.)",Mission Beach,32.762450000000000,-117.249130000000000,,San Diego,San Diego,CA,92109,San Diego,False,2021-04-02T00:00:00.000Z,A+,ns,,,,,2021-04-02T00:00:00.000Z
353,347,"Mission Bay, North Pacific Passage",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
354,349,"Mission Bay, Perez Cove",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
355,336,"Mission Bay, Sail Bay (proj. of Whitting Ct.)","Mission Bay, Sail Bay",32.788300000000000,-117.251700000000000,,San Diego,San Diego,CA,92109,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
356,413,"Mission Bay, Santa Barbara Cove (proj. Isthmus Ct.)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
357,335,"Mission Bay, Santa Clara Cove (proj. of Portsmouth Ct.)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
358,424,"Mission Bay, Sea World marina, west outfall",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
359,425,"Mission Bay, South Pacific Passage, east outfall",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
360,348,"Mission Bay, Tecolote Creek",,0.000000000000000,0.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
361,423,"Mission Bay, Tecolote Shores (swim area)",Mission Bay,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,2021-03-19T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-03-19T00:00:00.000Z
362,534,"Mission Bay, Tecolote Shores drain",Mission Bay,32.776026000000000,-117.210752000000000,,San Diego,San Diego,CA,92110,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
363,422,"Mission Bay, Tecolote playground (watercraft area)",Mission Bay,32.770797000000000,-117.209324000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-03-19T00:00:00.000Z,A,ns,A,ns,ns,2018,2021-03-19T00:00:00.000Z
364,353,"Mission Bay, Vacation Isle (btwn Ingram St. and south cove)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
365,612,"Mission Bay, Vacation Isle North Cove Beach",Mission Bay,32.776039000000000,-117.237694000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
366,531,"Mission Bay, Vacation Isle Ski Beach",Mission Bay,32.775940000000000,-117.232796400000000,,San Diego,San Diego,CA,92109,San Diego,True,2020-11-06T00:00:00.000Z,A,ns,A,ns,ns,2018,2020-11-06T00:00:00.000Z
367,533,"Mission Bay, Ventura Cove",Mission Bay,32.770880000000000,-117.244680000000000,,San Diego,San Diego,CA,92109,San Diego,False,2020-11-13T00:00:00.000Z,A+,ns,,,,,2020-11-13T00:00:00.000Z
368,345,"Mission Bay, Visitor's Center - proj. of Clairemont",Mission Bay,32.788136000000000,-117.209103000000000,,San Diego,San Diego,CA,92109,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
369,417,"Mission Bay, Wildlife Refuge adjacent to swim area",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
370,340,"Mission Bay, Wildlife Refuge, near fence - proj. of Lamont St.",Mission Bay,32.788300000000000,-117.231700000000000,,San Diego,San Diego,CA,92109,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
371,419,"Mission Bay, swim area at Visitor's Center",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
372,525,"Mission Beach, Belmont Park",Mission Beach,32.771330000000000,-117.253500000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
373,329,"Mission Beach, projection of Capistrano Place",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
374,2079,Mission Creek Park at Mission Creek,,37.773774000000000,-122.393289000000000,,San Francisco,San Francisco,CA,94158,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
375,2071,Mitchell's Cove Beach,Mitchell's Cove Beach,36.952640000000000,-122.041218000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
376,225,Monarch Beach- north,Monarch Beach,33.481081000000000,-117.725639000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-02-12T00:00:00.000Z,B,ns,,,,,2021-02-12T00:00:00.000Z
377,256,Monarch Beach- south,Monarch Beach,118.000000000000000,500.000000000000000,,,Orange,CA,,Orange,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
378,465,"Montara State Beach, at Martini Creek",Montara State Beach,37.552999000000000,-122.513858000000000,,Moss Beach,San Mateo,CA,94038,San Mateo,False,2019-03-15T00:00:00.000Z,ns,,C,B,ns,2018,2019-03-15T00:00:00.000Z
379,453,Monterey Municipal Beach (at the commercial wharf)*,Monterey Municipal Beach,36.601747000000000,-121.888697000000000,,Monterey,Monterey,CA,93940,Monterey,True,2020-04-17T00:00:00.000Z,D,ns,A,C,ns,2018,2020-04-17T00:00:00.000Z
380,452,Monterey State Beach,Monterey State Beach,36.612529000000000,-121.858199000000000,,Monterey,Monterey,CA,93940,Monterey,True,2019-11-22T00:00:00.000Z,A+,ns,A,A+,ns,2018,2019-11-22T00:00:00.000Z
381,538,Moonstone County Park (Little River State Beach),Moonstone County Park,41.029721000000000,-124.116009000000000,,Westhaven,Humboldt,CA,95570,Humboldt,True,2020-11-06T00:00:00.000Z,B,ns,A,F,ns,2018,2020-11-06T00:00:00.000Z
382,2074,Moran Lake Beach,Moran Lake Beach,36.956229000000000,-121.978417000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2019-10-18T00:00:00.000Z,A+,ns,,,,,2019-10-18T00:00:00.000Z
383,393,"Morro Bay City Beach, 75 feet north of main parking lot",Morro Bay City Beach,35.371630560000000,-120.865994400000000,,Morro Bay,San Luis Obispo,CA,93442,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
384,392,"Morro Bay City Beach, Morro Creek (south side)",Morro Bay City Beach,35.375994440000000,-120.865058300000000,,Morro Bay,San Luis Obispo,CA,93442,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A,A,2018,2021-04-02T00:00:00.000Z
385,524,"Morro Bay City Beach, projection of Atascadero",Morro Bay City Beach,35.379144440000000,-120.865566700000000,,Morro Bay,San Luis Obispo,CA,93442,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,B,A,2018,2021-04-02T00:00:00.000Z
386,519,"Morro Strand State Beach, projection of Beachcomber Dr.",Morro Strand State Beach,35.398452000000000,-120.868643000000000,,Morro Bay,San Luis Obispo,CA,93442,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,C,2018,2021-04-02T00:00:00.000Z
387,136,Mother's Beach - Long Beach - north end,Alamitos Bay,33.758654000000000,-118.119644000000000,,Long Beach,Los Angeles,CA,90803,Los Angeles,True,2020-04-10T00:00:00.000Z,B,ns,B,F,B,2018,2020-04-10T00:00:00.000Z
388,609,Mother's Beach - Long Beach - south end,Alamitos Bay,33.757566000000000,-118.118477000000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
389,563,"Muir Beach, Central",Muir Beach,37.859300000000000,-122.576300000000000,,,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A,ns,2018,2020-11-06T00:00:00.000Z
390,562,"Muir Beach, North",Muir Beach,37.859900000000000,-122.577300000000000,,Muir Beach,Marin,CA,94965,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
391,564,"Muir Beach, South",Muir Beach,37.858100000000000,-122.575000000000000,,Muir Beach,Marin,CA,94965,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A,ns,2018,2020-11-06T00:00:00.000Z
392,1025,Mussel Shoals Beach - north of pier,Mussel Shoals Beach,34.356060000000000,-119.443430000000000,,,Ventura,CA,,Ventura,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
393,85,Mussel Shoals Beach- 100 yds. south of pier,Mussel Shoals Beach,34.355596000000000,-119.441691000000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
394,432,Natural Bridges State Beach,Natural Bridges State Beach,36.949629000000000,-122.057829000000000,,Scotts Valley,Santa Cruz,CA,95060,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A+,2018,2021-04-02T00:00:00.000Z
395,445,New Brighton Beach,New Brighton Beach,36.978004000000000,-121.938476000000000,,Capitola,Santa Cruz,CA,95010,Santa Cruz,True,2020-04-03T00:00:00.000Z,A,A+,A+,C,A+,2018,2020-04-03T00:00:00.000Z
396,2098,Newport Bay De Anza,Newport Bay,33.61683,-117.904,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
397,175,"Newport Bay, 10th Street Beach",Newport Bay,33.606310000000000,-117.912706000000000,,Newport Beach,Orange,CA,92661,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
398,174,"Newport Bay, 15th Street Beach",Newport Bay,33.608380000000000,-117.920350000000000,,Newport Beach,Orange,CA,92661,Orange,True,2021-03-05T00:00:00.000Z,A,ns,A+,F,A,2018,2021-03-05T00:00:00.000Z
399,173,"Newport Bay, 19th Street Beach",Newport Bay,33.608980000000000,-117.925710000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-05T00:00:00.000Z,A+,ns,A+,F,A,2018,2021-03-05T00:00:00.000Z
400,2092,"Newport Bay, 33rd Street Beach",Newport Bay,33.61683,-117.9311667,,Newport Beach,Orange,CA,92663,Orange,False,,,,,,,,
401,169,"Newport Bay, 38th Street Beach",Newport Bay,33.618340000000000,-117.934260000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A,2018,2021-03-26T00:00:00.000Z
402,168,"Newport Bay, 43rd Street Beach",Newport Bay,33.620820000000000,-117.936640000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-05T00:00:00.000Z,A+,ns,B,F,A,2018,2021-03-05T00:00:00.000Z
403,187,"Newport Bay, Abalone Avenue Beach- Balboa Island",Newport Bay,33.604150000000000,-117.887990000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,C,2018,2021-03-26T00:00:00.000Z
404,176,"Newport Bay, Alvarado/ Bay Isle Beach",Newport Bay,33.605560000000000,-117.903700000000000,,Newport Beach,Orange,CA,92661,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,B,2018,2021-03-26T00:00:00.000Z
405,185,"Newport Bay, Bayshore Beach",Newport Bay,33.612590000000000,-117.907580000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A,2018,2021-03-26T00:00:00.000Z
406,178,"Newport Bay, Garnet Avenue Beach- Balboa Island",Newport Bay,33.606390000000000,-117.899390000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A+,2018,2021-03-26T00:00:00.000Z
407,186,"Newport Bay, Grand Canal- Balboa Island",Newport Bay,33.605760000000000,-117.888770000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-05T00:00:00.000Z,A+,ns,ns,B,A,2018,2021-03-05T00:00:00.000Z
408,183,"Newport Bay, Harbor Patrol Beach at Bayside Drive",Newport Bay,33.602260000000000,-117.882800000000000,,Corona Del Mar,Orange,CA,92625,Orange,True,2021-03-19T00:00:00.000Z,A+,A+,A,F,B,2018,2021-03-19T00:00:00.000Z
409,171,"Newport Bay, Lido Yacht Club Beach- Lido Isle",Newport Bay,33.609760000000000,-117.914250000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
410,177,"Newport Bay, N Street Beach",Newport Bay,33.598750000000000,-117.882570000000000,,Newport Beach,Orange,CA,92661,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A,2018,2021-03-26T00:00:00.000Z
411,2099,"Newport Bay, Newport Blvd Bridge",Newport Bay,33.6299,-117.9511391,,Newport Beach,Orange,CA,92663,Orange,False,,,,,,,,
412,167,"Newport Bay, Newport Dunes-East",Newport Bay,33.615950000000000,-117.892150000000000,,Newport Beach,Orange,CA,92660,Orange,True,2021-03-26T00:00:00.000Z,B,F,A+,F,A+,2018,2021-03-26T00:00:00.000Z
413,164,"Newport Bay, Newport Dunes-Middle",Newport Bay,33.615150000000000,-117.893760000000000,,Newport Beach,Orange,CA,92660,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A+,2018,2021-03-26T00:00:00.000Z
414,166,"Newport Bay, Newport Dunes-North",Newport Bay,33.617860000000000,-117.891940000000000,,Newport Beach,Orange,CA,92660,Orange,True,2021-03-05T00:00:00.000Z,A,ns,A,F,A,2018,2021-03-05T00:00:00.000Z
415,165,"Newport Bay, Newport Dunes-West",Newport Bay,33.615607000000000,-117.895088000000000,,Newport Beach,Orange,CA,92660,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
416,2096,"Newport Bay, North Star Beach",Newport Bay,33.6255,-117.8933333,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
417,182,"Newport Bay, Onyx Avenue Beach- Balboa Island",Newport Bay,33.608710000000000,-117.890530000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-05T00:00:00.000Z,A+,ns,A+,F,C,2018,2021-03-05T00:00:00.000Z
418,181,"Newport Bay, Park Avenue Beach- Balboa Island",Newport Bay,33.605780000000000,-117.886000000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A+,2018,2021-03-26T00:00:00.000Z
419,2097,"Newport Bay, Promontory Point",Newport Bay,33.61316,-117.8991167,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
420,2093,"Newport Bay, Rhine Channel",Newport Bay,33.615,-117.9268333,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
421,184,"Newport Bay, Rocky Point Beach",Newport Bay,33.594890000000000,-117.878130000000000,,Corona Del Mar,Orange,CA,92625,Orange,True,2019-10-11T00:00:00.000Z,A,ns,A+,F,A,2018,2019-10-11T00:00:00.000Z
422,179,"Newport Bay, Ruby Avenue Beach- Balboa Island",Newport Bay,33.608330000000000,-117.894930000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A,2018,2021-03-26T00:00:00.000Z
423,180,"Newport Bay, Sapphire Avenue Beach- Balboa Island",Newport Bay,33.604167000000000,-117.893333000000000,,Newport Beach,Orange,CA,92662,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
424,2095,"Newport Bay, Ski Zone",Newport Bay,33.6395,-117.8863333,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
425,2094,"Newport Bay, Vaughns Launch",Newport Bay,33.63078,-117.88566,,Newport Beach,Orange,CA,92660,Orange,False,,,,,,,,
426,172,"Newport Bay, Via Genoa Beach- Lido Isle",Newport Bay,33.614950000000000,-117.919570000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-26T00:00:00.000Z,B,A+,A,F,B,2018,2021-03-26T00:00:00.000Z
427,509,"Newport Beach - Newport Pier, upcoast side",Newport Beach,33.609590000000000,-117.930940000000000,,Newport Beach,Orange,CA,92663,Orange,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
428,154,Newport Beach- projection of 38th Street,Newport Beach,33.616600000000000,-117.937000000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,A,F,A,2018,2021-04-02T00:00:00.000Z
429,153,Newport Beach- projection of 52nd/53rd Street,Newport Beach,33.622048000000000,-117.944442000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,A+,F,A+,2018,2021-04-02T00:00:00.000Z
430,152,Newport Beach- projection of Orange Street,Newport Beach,33.626291000000000,-117.953996000000000,,Newport Beach,Orange,CA,92663,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,,,,,2021-03-26T00:00:00.000Z
431,2101,"Newport Slough, Grant Street",Newport Slough,33.62733,-117.947252,,Newport Beach,Orange,CA,92663,Orange,False,,,,,,,,
432,2100,"Newport Slough, Lancaster/62nd Street",Newport Slough,33.62,-117.9286667,,Newport Beach,Orange,CA,92663,Orange,False,,,,,,,,
433,63,Nicholas Beach at San Nicholas Canyon Creek mouth,Nicholas Beach,34.041694000000000,-118.915669000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,,,,,2021-04-02T00:00:00.000Z
434,217,North Aliso County Beach,North Aliso County Beach,33.511620000000000,-117.754630000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
435,606,North Westchester Storm Drain at Dockweiler State Beach,Dockweiler State Beach,33.944358000000000,-118.445158000000000,,Playa Del Rey,Los Angeles -- LA City,CA,90293,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,D,A,D,A,2018,2021-04-02T00:00:00.000Z
436,1048,North beach Pico drain (Point Zero),San Clemente,33.431470000000000,-117.632870000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
437,528,"Ocean Beach Pier, northside at Newport Ave.",Ocean Beach,32.748653000000000,-117.253271000000000,,San Diego,San Diego,CA,92107,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
438,68,Ocean Beach at Santa Ynez River,Ocean Beach,34.691556000000000,-120.604580000000000,,Lompoc,Santa Barbara,CA,93437,Santa Barbara,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
439,355,"Ocean Beach, Ocean Pier (proj. of Narragansett Ave.)",Ocean Beach,32.746767000000000,-117.254809000000000,,San Diego,San Diego,CA,92107,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
440,354,"Ocean Beach, San Diego River outlet (Dog Beach)",Ocean Beach,32.755674000000000,-117.253066000000000,,San Diego,San Diego,CA,92107,San Diego,True,2021-04-02T00:00:00.000Z,A,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
441,527,"Ocean Beach, Stub Jetty",Ocean Beach,32.753935000000000,-117.252845000000000,,San Diego,San Diego,CA,92107,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
442,500,"Ocean Beach, projection of Balboa Ave.",Ocean Beach,37.774963000000000,-122.513399000000000,,San Francisco,San Francisco,CA,94121,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-04-02T00:00:00.000Z
443,356,"Ocean Beach, projection of Bermuda Ave.",Ocean Beach,32.737587000000000,-117.255191000000000,,San Diego,San Diego,CA,92107,San Diego,True,2021-02-26T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-02-26T00:00:00.000Z
444,501,"Ocean Beach, projection of Lincoln Way",Ocean Beach,37.763782000000000,-122.512547000000000,,San Francisco,San Francisco,CA,94121,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A+,A+,D,A+,2018,2021-04-02T00:00:00.000Z
445,502,"Ocean Beach, projection of Pacheco St.",Ocean Beach,37.749000000000000,-122.509500000000000,,San Francisco,San Francisco,CA,94116,San Francisco,True,2020-01-31T00:00:00.000Z,ns,F,ns,F,ns,2018,2020-01-31T00:00:00.000Z
446,504,"Ocean Beach, projection of Sloat Blvd.",Ocean Beach,37.735566670000000,-122.507816666000000,,San Francisco,San Francisco,CA,94116,San Francisco,True,2021-04-02T00:00:00.000Z,A+,A+,A+,C,A+,2018,2021-04-02T00:00:00.000Z
447,503,"Ocean Beach, projection of Vicente St.",Ocean Beach,37.737833330000000,-122.508066666000000,,San Francisco,San Francisco,CA,94116,San Francisco,True,2020-01-31T00:00:00.000Z,ns,F,ns,F,ns,2018,2020-01-31T00:00:00.000Z
448,27,Ocean Park Beach at Ashland Ave. drain,Ocean Park Beach,33.996500000000000,-118.485271000000000,,Santa Monica,Los Angeles -- LA City,CA,90405,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A,A,,,,,2021-04-02T00:00:00.000Z
449,274,"Oceanside, 500' N. of Loma Alta Creek Outlet",Oceanside,33.177134000000000,-117.370474000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
450,275,"Oceanside, Buccaneer Beach (at Loma Alta Creek)",Oceanside,33.17781407,-117.3708564,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-01-01T00:00:00.000Z,A+,ns,ns,A+,ns,2018,2021-01-01T00:00:00.000Z
451,279,"Oceanside, Buena Vista Lagoon Outlet",Oceanside,33.163852000000000,-117.359128000000000,,Carlsbad,San Diego,CA,92008,San Diego,False,2020-05-01T00:00:00.000Z,F,ns,,,,,2020-05-01T00:00:00.000Z
452,267,"Oceanside, Harbor Beach (projection of Harbor Dr.)",Oceanside,33.2044,-117.3941,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,False,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
453,268,"Oceanside, San Luis Rey River outlet",Oceanside,33.202200000000000,-117.392290000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A,A,ns,ns,2018,2021-04-02T00:00:00.000Z
454,277,"Oceanside, St. Malo Beach (downcoast from St. Malo Rd.)",Oceanside,33.165614,-117.359991,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-04-02T00:00:00.000Z
455,276,"Oceanside, projection of Cassidy St.",Oceanside,33.172717000000000,-117.366302000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A+,2018,2021-04-02T00:00:00.000Z
456,273,"Oceanside, projection of Forster St.",Oceanside,33.182056000000000,-117.374728000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
457,270,"Oceanside, projection of Pier View Way",Oceanside,33.193627000000000,-117.384871000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,False,2020-05-01T00:00:00.000Z,A+,ns,,,,,2020-05-01T00:00:00.000Z
458,269,"Oceanside, projection of Surfrider Way",Oceanside,33.196500000000000,-117.386870000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,False,2020-11-06T00:00:00.000Z,A+,ns,,,,,2020-11-06T00:00:00.000Z
459,272,"Oceanside, projection of Tyson St.",Oceanside,33.190213000000000,-117.381859000000000,,Oceanside,San Diego -- Oceanside,CA,92054,San Diego -- Oceanside,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-04-02T00:00:00.000Z
460,271,"Oceanside, projection of Wisconsin St.",Oceanside,33.185935000000000,-117.377842000000000,,Oceanside,San Diego,CA,92054,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
461,86,Oil Piers Beach- South of Drain,Oil Piers Beach,34.350333000000000,-119.425889000000000,,Santa Barbara,Ventura,CA,93150,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
462,955,Old Home Beach,Old Home Beach,41.057333000000000,-124.142694000000000,,Trinidad,Humboldt,CA,95570,Humboldt,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
463,585,Olde Port Beach (Harford Beach)north,Avila Beach,35.177088900000000,-120.749516700000000,,Shell Beach,San Luis Obispo,CA,93449,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A,A+,A,B,C,2018,2021-04-02T00:00:00.000Z
464,586,Olde Port Beach (Harford Beach)south,Avila Beach,35.177472200000000,-120.748266700000000,,Shell Beach,San Luis Obispo,CA,93449,San Luis Obispo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
465,122,Ormond Beach - J Street Drain,Ormond Beach,34.137953000000000,-119.188234000000000,,Port Hueneme,Ventura,CA,93041,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
